mode,file_name,verdict,source,confidence,best_match_file,best_match_score,expected_match_score,retrieval_time_ms,llm_time_ms,total_time_ms,question,reply
llm,campus_store_merchandise.txt,needs_review,FAQ_SOURCE_5,0.6144788861274719,campus_store_merchandise.txt,0.177,0.177,15.52,52308.06,52328.1,What does the Campus Store sell?,"The CBU Campus Store carries a wide variety of CBU-branded merchandise, apparel, technology, course supplies, and gifts. For the full selection, contact: cscontact@calbaptist.edu

ALUMNI:
- Alumni gear, accessories, and apparel

ATHLETICS:
- Nike headwear, polos, and shirts
- Athletic accessories, bottoms, headwear, outerwear, shirts, jerseys, tank tops

BOTTOMS:
- Lounge and pajamas, shorts, sweatpants, women's bottoms

COLLECTIONS:
- 75th Anniversary, best sellers, sale items
- CBU Family, CBU Grandparents, CBU Pets
- Disney x CBU, Hello Kitty x CBU, Peanuts x CBU
- Julia Gash Collection, March Madness, Christmas and seasonal

COURSE SUPPLIES:
- ARC and ART kits, general supplies, lab products
- Office and school supplies, planners, calendars, binders

DRINKWARE:
- Metal and plastic water bottles, mugs, tumblers

GIFTS AND ACCESSORIES:
- Backpacks, bags, decals, stickers, jewelry, pins
- Lanyards, keychains, plush, toys, socks, footwear
- Throw pillows, totes, wallets, insignia and commencement gifts

GRADUATION GEAR:
- Diploma frames, grad bundles, stoles

HEADWEAR:
- Beanies, hats, visors

OUTERWEAR:
- Crewnecks, full zips, hoodies, jackets, quarter zips, sweaters

SHIRTS:
- Long sleeves, polos, short sleeves, women's shirts

TECHNOLOGY:
- MacBook Air, MacBook Pro, iPads, Apple Pencils
- Beats headphones, chargers, adapters, Mac and iPad accessories

YOUTH:
- Infant and toddler items, youth accessories, bottoms, outerwear, shirts"
llm,campus_store_ordering.txt,good,FAQ_SOURCE_6,0.7933067083358765,campus_store_ordering.txt,0.8484,0.8484,14.56,45193.04,45208.89,How do I place an order with the CBU Campus Store?,"You can place orders securely through the CBU Campus Store website.

HOW ORDERING WORKS:

Shipping Orders:
Once your order is placed, the Campus Store will send you an email with tracking information after your items have been shipped.

In Store Pickup Orders:
If you choose In Store Pickup, you will receive an email when your order is ready for pickup.

Digital / Access Code Orders:
Some access codes will be delivered electronically via email regardless of the shipping method you selected. This is not immediate delivery and will still take the normal processing time.

PROCESSING TIME:
Please allow up to 48 hours for orders to be processed.

CONTACT:
If you have any questions about your order, contact the Campus Store at:
- Email: cscontact@calbaptist.edu
- Phone: 951-343-4259

Staff can also assist you in placing your order over the phone."
llm,campus_store_refund_merchandise.txt,needs_review,FAQ_SOURCE_5,0.7262345552444458,campus_store_merchandise.txt,0.0909,0.0107,299.32,62049.7,62355.13,What is the return and refund policy for general merchandise and trade books at the CBU Campus Store?,I'm having trouble connecting right now. Please try again in a moment.
llm,campus_store_refund_process.txt,needs_review,FAQ_SOURCE_8,0.8312219381332397,campus_store_merchandise.txt,0.0909,0.0089,386.76,62053.96,62446.65,How do I return something to the CBU Campus Store?,I'm having trouble connecting right now. Please try again in a moment.
llm,campus_store_refund_technology.txt,good,FAQ_SOURCE_9,0.891323447227478,campus_store_refund_technology.txt,0.9796,0.9796,30.23,47406.98,47443.2,What is the return and refund policy for technology and Apple products at the CBU Campus Store?,"All technology merchandise must be in resalable condition in original unopened packaging with manuals and warranties, accompanied by the original receipt.

RETURN WINDOW:
- All returns must be made within 5 days of purchase or pickup
- Original receipt and unopened packaging are required unless the item is defective
- Defective merchandise must be returned within 10 business days of purchase

RESTOCKING FEE:
A 10% restocking fee may be assessed on all returns. Refunds are issued only to the account used to place the original order.

CONDITIONS:
- No returns on closeout, clearance, or opened box stock unless the item is defective
- Defective merchandise is subject to testing before return approval is given
- Defective software must be exchanged with the original manufacturer
- Special-order items are non-returnable unless determined to be defective

TECHNOLOGY PRODUCTS COVERED:
Technology products include but are not limited to:
- Apple products (excluding charging cables)
- Computers and tablets
- Monitors, speakers, headphones and earbuds
- Printers and cameras

HOW TO RETURN:
Call ahead at 951-343-4259 or email cscontact@calbaptist.edu before returning an item. Bring the original receipt and original packaging.

Mail returns to:
California Baptist University
Attn: Campus Store
8432 Magnolia Avenue
Riverside, CA 92504

CONTACT:
Email: cscontact@calbaptist.edu
Phone: 951-343-4259"
llm,campus_store_shipping_policy.txt,good,FAQ_SOURCE_10,0.851299524307251,campus_store_shipping_policy.txt,0.9569,0.9569,19.48,52782.07,52804.21,What is the CBU Campus Store shipping policy?,"The CBU Campus Store offers competitive shipping rates. All shipments are professionally packed to ensure the safety of your items.

DELIVERY TIME:
On average, orders are received within 3 to 5 working days. During peak periods (August–September or December–January), delivery times may take longer.

FLAT RATE SHIPPING:
The CBU Campus Store offers $12.95 Flat Rate Standard Shipping on all textbook and merchandise orders.

Conditions for flat rate shipping:
- Available for U.S. orders only
- Not transferable and not redeemable for cash
- Available for Standard Shipping on valid U.S. addresses only
- Diploma frames, ART kits, and ARC kits are excluded from this promotion

ADDRESS REQUIREMENTS:
Please confirm you are entering a valid U.S. shipping address before placing your order. Orders that result in an insufficient address or require an address adjustment after shipment will incur an additional shipping charge.

Note: All shipping prices are subject to change. Orders over $500 may require a signature upon delivery unless stated otherwise.

CONTACT:
Email: cscontact@calbaptist.edu
Phone: 951-343-4259"
llm,campus_store_textbook_purchasing_terms.txt,good,FAQ_SOURCE_11,0.7757490277290344,campus_store_textbook_purchasing_terms.txt,0.9596,0.9596,25.66,38375.61,38406.2,What are the textbook purchasing terms of use at the CBU Campus Store?,"In compliance with the Higher Education Opportunity Act of 2008, California Baptist University and the CBU Campus Store provide up-to-date textbook and course material information for your classes.

IMPORTANT TERMS TO KNOW:

Textbook Information:
- Textbook and course material information on the website is provided by the academic departments and is updated daily as additions, changes, and cancellations are received
- Always check whether a textbook is listed as Optional, Pick One, or Required before purchasing

Pricing:
- The pricing of all textbooks is subject to change at any time and will be updated as stock arrives
- Any material listed at $0.00 has not yet been priced
- The Campus Store makes every effort to ensure pricing accuracy on the website

Third-Party Purchasing Risk:
- Because textbook information can change at any time, using this information to purchase textbooks from other sources is at your own risk
- California Baptist University and the CBU Campus Store cannot be held responsible for purchases made elsewhere based on this information
- Customers who purchase directly from the Campus Store are protected by and subject to the Campus Store return policy

CONTACT:
Email: cscontact@calbaptist.edu
Phone: 951-343-4259"
llm,campus_store_textbook_rentals.txt,needs_review,FAQ_SOURCE_12,0.744567334651947,campus_store_merchandise.txt,0.0909,0.006,111.84,62077.44,62209.33,How does textbook renting work at the CBU Campus Store?,I'm having trouble connecting right now. Please try again in a moment.
llm,ia_access_issue.txt,needs_review,FAQ_SOURCE_21,0.6700822114944458,campus_store_merchandise.txt,0.1796,0.0481,24.4,37463.87,37494.45,Why does Immediate Access show an “opt out” option but not allow me to access my textbook?,"If you're having trouble accessing your materials, please specify which platform you need help with (e.g., ""I can't access Cengage MindTap"" or ""Help with McGraw Hill Connect"")."
llm,ia_browser_cache_clear_chrome.txt,good,FAQ_SOURCE_15,0.6863130927085876,ia_browser_cache_clear_chrome.txt,1.0,1.0,23.45,48293.65,48330.19,"I am trying to access my Immediate Access materials through Blackboard but I see ""0 Courses, 0 Materials"" or get an error that says ""You currently have no content available."" I am using Google Chrome on a Mac or PC. How do I fix this?","This is usually caused by stale browser cookies or cached data interfering with your Immediate Access session. You will need to clear your browser's cookies, cache, and history in Google Chrome, then try again.

Note: After clearing your browsing data, you will be signed out of most websites and will need to sign back in.

STEP-BY-STEP RESOLUTION:

1. Click the three dots in the top-right corner of your Chrome window and select Settings.
2. On the left, choose Privacy and security, then select Clear browsing data.
3. Under Time range, select All time.
4. Check the boxes for Browsing history, Cookies and other site data, and Cached images and files.
5. Click Clear data.

Shortcut: Press Command + Shift + Delete (Mac) to open the Clear browsing data menu directly.

EXPECTED RESULT:
After clearing your browsing data, return to Blackboard, navigate to your course, and click the Immediate Access link again. Your materials should now load correctly.

If you continue to experience issues, please contact the CBU Campus Store at ImmediateAccess@calbaptist.edu for further assistance."
llm,ia_browser_cache_clear_chrome_ipad.txt,needs_review,FAQ_SOURCE_16,0.7514708042144775,campus_store_merchandise.txt,0.0909,0.0174,20.28,62047.32,62074.16,"I am trying to access my Immediate Access materials through Blackboard but I see ""0 Courses, 0 Materials"" or get an error that says ""You currently have no content available."" I am using Google Chrome on an iPad. How do I fix this?",I'm having trouble connecting right now. Please try again in a moment.
llm,ia_browser_cache_clear_firefox.txt,good,FAQ_SOURCE_17,0.7074057459831238,ia_browser_cache_clear_firefox.txt,1.0,1.0,68.92,46644.76,46720.68,"I am trying to access my Immediate Access materials through Blackboard but I see ""0 Courses, 0 Materials"" or get an error that says ""You currently have no content available."" I am using Mozilla Firefox on a Mac. How do I fix this?","This is usually caused by stale browser cookies or cached data interfering with your Immediate Access session. You will need to clear your browser's cookies, cache, and history in Firefox, then try again.

Note: After clearing your browsing data, you will be signed out of most websites and will need to sign back in.

STEP-BY-STEP RESOLUTION:

1. From the top menu bar, click History and select Clear Recent History.
2. Under Time range to clear, select Everything.
3. Check the box for Cache (and any other items you wish to clear).
4. Click OK.

Shortcut: Press Command + Shift + Delete (Mac) to open the Clear All History menu directly.

EXPECTED RESULT:
After clearing your browsing data, return to Blackboard, navigate to your course, and click the Immediate Access link again. Your materials should now load correctly.

If you continue to experience issues, please contact the CBU Campus Store at ImmediateAccess@calbaptist.edu for further assistance."
llm,ia_browser_cache_clear_safari.txt,good,FAQ_SOURCE_18,0.6955426931381226,ia_browser_cache_clear_safari.txt,1.0,1.0,24.04,48576.82,48605.65,"I am trying to access my Immediate Access materials through Blackboard but I see ""0 Courses, 0 Materials"" or get an error that says ""You currently have no content available."" I am using Safari on a Mac. How do I fix this?","This is usually caused by stale browser cookies or cached data interfering with your Immediate Access session. You will need to clear your cookies, cache, and history in Safari, then try again.

Note: After clearing your browsing data, you will be signed out of most websites and will need to sign back in.

STEP-BY-STEP RESOLUTION:

CLEARING COOKIES:
1. In the Safari app, click Safari in the top-left corner of your screen.
2. Click Settings from the menu.
3. Click Privacy from the menu bar inside Settings.
4. Click Manage Website Data.
5. Click Remove All in the bottom-left corner.

CLEARING CACHE:
1. Click Safari in the top-left corner, then click Settings.
2. Click Advanced from the menu bar inside Settings.
3. At the bottom of the page, click Show Features for Web Developers.
4. From the top menu bar, click Develop, then select Empty Caches.

CLEARING HISTORY:
1. Click Safari in the top-left corner of your screen.
2. Click Clear History from the menu.
3. Select All History from the dropdown.
4. Click Clear History in the bottom-right corner to confirm.

EXPECTED RESULT:
After completing all three sections above, return to Blackboard, navigate to your course, and click the Immediate Access link again. Your materials should now load correctly.

If you continue to experience issues, please contact the CBU Campus Store at ImmediateAccess@calbaptist.edu for further assistance."
llm,ia_bundle_missing_textbook.txt,needs_review,CLARIFICATION_NEEDED,0.0,campus_store_merchandise.txt,0.1328,0.0683,0.0,0.0,2.5,What should I do if a textbook is missing from my Immediate Access bundle?,"I can help you with textbook access! To give you the most accurate instructions, could you please specify which platform or publisher your textbook uses? Examples: Cengage MindTap, McGraw Hill Connect, Pearson MyLab, VitalSource, Bedford, Sage, SimuCase, etc."
llm,ia_opt_out_physical_textbooks.txt,needs_review,FAQ_SOURCE_21,0.6700822114944458,campus_store_merchandise.txt,0.2031,0.0128,47.27,31484.79,31534.32,"If I opt out of Immediate Access, can I buy a physical copy of my textbook from the Campus Store?","After opting out, you must purchase materials separately."
llm,ia_overview.txt,good,FAQ_SOURCE_21,0.6700822114944458,ia_overview.txt,1.0,1.0,13.53,32266.21,32281.05,What is Immediate Access?,"Immediate Access is California Baptist University's program that provides day-one access to digital course materials through your student account.

**How It Works:**
- Get instant access to digital textbooks and courseware on the first day of class
- Materials are automatically available through Blackboard
- Charges are billed directly to your student account
- You have 14 days to opt out if you prefer to purchase materials separately

**Key Benefits:**
- No waiting for materials to arrive
- No upfront payment needed
- Convenient access through Blackboard
- Often more affordable than traditional textbooks

**Supported Platforms:**
Immediate Access works with major publishers including:
- Cengage (MindTap, Cengage Unlimited)
- McGraw Hill (Connect, ALEKS)
- Pearson (MyLab, Mastering)
- Bedford, Sage, VitalSource, and more

**Billing & Payment:**
- Charges appear on your student account statement
- Can be paid alongside tuition and fees
- Payment plans available through student accounts

**Opting Out:**
- 14-day opt-out period from the start of the semester
- Opt out through the Immediate Access page in Blackboard
- After opting out, you must purchase materials separately

**Getting Help:**
If you're having trouble accessing your materials, please specify which platform you need help with (e.g., ""I can't access Cengage MindTap"" or ""Help with McGraw Hill Connect"")."
